tag,taggable_id,taggable_type
Massachusetts,883,politician
US Representative,883,politician
Democratic Party,884,politician
New Mexico,884,politician
US Representative,884,politician
Republican Party,885,politician
Pennsylvania,885,politician
US Representative,885,politician
Democratic Party,886,politician
Nevada,886,politician
US Representative,886,politician
Democratic Party,887,politician
New York,887,politician
US Representative,887,politician
Republican Party,888,politician
Colorado,888,politician
US Representative,888,politician
Republican Party,889,politician
New York,889,politician
US Representative,889,politician
Democratic Party,890,politician
California,890,politician
US Representative,890,politician
Democratic Party,891,politician
California,891,politician
US Representative,891,politician
Republican Party,892,politician
Michigan,892,politician
US Representative,892,politician
Republican Party,893,politician
North Carolina,893,politician
Senator,893,politician
Republican Party,894,politician
Virginia,894,politician
US Representative,894,politician
Republican Party,895,politician
New York,895,politician
US Representative,895,politician
Republican Party,896,politician
Michigan,896,politician
US Representative,896,politician
Democratic Party,897,politician
Colorado,897,politician
Senator,897,politician
Democratic Party,898,politician
New Mexico,898,politician
Senator,898,politician
Democratic Party,899,politician
New York,899,politician
US Representative,899,politician
Democratic Party,900,politician
Indiana,900,politician
US Representative,900,politician
Republican Party,901,politician
Ohio,901,politician
Senator,901,politician
Republican Party,902,politician
Louisiana,902,politician
Senator,902,politician
Democratic Party,903,politician
Maryland,903,politician
Senator,903,politician
Republican Party,904,politician
California,904,politician
US Representative,904,politician
Democratic Party,905,politician
California,905,politician
US Representative,905,politician
Democratic Party,906,politician
Texas,906,politician
US Representative,906,politician
Democratic Party,907,politician
Texas,907,politician
US Representative,907,politician
Republican Party,908,politician
New York,908,politician
US Representative,908,politician
Republican Party,909,politician
Tennessee,909,politician
US Representative,909,politician
Republican Party,910,politician
Virginia,910,politician
Senator,910,politician
Democratic Party,911,politician
California,911,politician
US Representative,911,politician
Democratic Party,912,politician
North Carolina,912,politician
US Representative,912,politician
Democratic Party,913,politician
California,913,politician
US Representative,913,politician
Republican Party,914,politician
Florida,914,politician
US Representative,914,politician
Republican Party,915,politician
Illinois,915,politician
US Representative,915,politician
Democratic Party,916,politician
Florida,916,politician
US Representative,916,politician
Republican Party,917,politician
Kentucky,917,politician
US Representative,917,politician
Republican Party,918,politician
Mississippi,918,politician
Senator,918,politician
Republican Party,919,politician
Virginia,919,politician
US Representative,919,politician
Democratic Party,920,politician
California,920,politician
US Representative,920,politician
Democratic Party,921,politician
Oregon,921,politician
Senator,921,politician
Democratic Party,922,politician
Maryland,922,politician
US Representative,922,politician
Republican Party,923,politician
New Mexico,923,politician
US Representative,923,politician
Republican Party,924,politician
Oregon,924,politician
US Representative,924,politician
Democratic Party,925,politician
New York,925,politician
US Representative,925,politician
Democratic Party,926,politician
Oregon,926,politician
US Representative,926,politician
Democratic Party,927,politician
California,927,politician
US Representative,927,politician
Republican Party,928,politician
South Carolina,928,politician
US Representative,928,politician
Republican Party,929,politician
Georgia,929,politician
US Representative,929,politician
Democratic Party,930,politician
Florida,930,politician
US Representative,930,politician
Republican Party,931,politician
Michigan,931,politician
US Representative,931,politician
Democratic Party,932,politician
Minnesota,932,politician
US Representative,932,politician
Democratic Party,933,politician
Vermont,933,politician
US Representative,933,politician
Democratic Party,934,politician
Ohio,934,politician
US Representative,934,politician
Democratic Party,935,politician
Rhode Island,935,politician
Senator,935,politician
Republican Party,936,politician
Virginia,936,politician
US Representative,936,politician
Democratic Party,937,politician
Virginia,937,politician
Senator,937,politician
Republican Party,938,politician
Florida,938,politician
US Representative,938,politician
Republican Party,939,politician
Florida,939,politician
US Representative,939,politician
Democratic Party,940,politician
Florida,940,politician
US Representative,940,politician
Republican Party,941,politician
Arkansas,941,politician
US Representative,941,politician
Republican Party,942,politician
Georgia,942,politician
US Representative,942,politician
Republican Party,943,politician
Illinois,943,politician
US Representative,943,politician
Republican Party,944,politician
Missouri,944,politician
US Representative,944,politician
Republican Party,945,politician
Indiana,945,politician
US Representative,945,politician
Republican Party,946,politician
Texas,946,politician
US Representative,946,politician
Republican Party,947,politician
Ohio,947,politician
US Representative,947,politician
Republican Party,948,politician
Texas,948,politician
US Representative,948,politician
Democratic Party,949,politician
Massachusetts,949,politician
Senator,949,politician
Republican Party,950,politician
North Carolina,950,politician
US Representative,950,politician
Republican Party,951,politician
California,951,politician
US Representative,951,politician
Republican Party,952,politician
Arkansas,952,politician
US Representative,952,politician
Democratic Party,953,politician
New Jersey,953,politician
US Representative,953,politician
Republican Party,954,politician
Florida,954,politician
US Representative,954,politician
Republican Party,955,politician
Alaska,955,politician
US Representative,955,politician
Democratic Party,956,politician
Kentucky,956,politician
US Representative,956,politician
Republican Party,957,politician
Kansas,957,politician
US Representative,957,politician
Republican Party,958,politician
Indiana,958,politician
Senator,958,politician
Republican Party,959,politician
Florida,959,politician
US Representative,959,politician
Republican Party,960,politician
Iowa,960,politician
US Representative,960,politician
Republican Party,961,politician
New York,961,politician
US Representative,961,politician
Republican Party,962,politician
Montana,962,politician
US Representative,962,politician
