tag,taggable_id,taggable_type
Republican Party,436,politician
New York,436,politician
US Representative,436,politician
Republican Party,437,politician
Nevada,437,politician
US Representative,437,politician
Republican Party,438,politician
Washington,438,politician
US Representative,438,politician
Republican Party,439,politician
Kansas,439,politician
US Representative,439,politician
Republican Party,440,politician
Michigan,440,politician
US Representative,440,politician
Republican Party,441,politician
Illinois,441,politician
US Representative,441,politician
Republican Party,442,politician
Virginia,442,politician
US Representative,442,politician
Republican Party,443,politician
North Dakota,443,politician
Senator,443,politician
Democratic Party,444,politician
New York,444,politician
US Representative,444,politician
Democratic Party,445,politician
California,445,politician
US Representative,445,politician
Democratic Party,446,politician
Washington,446,politician
US Representative,446,politician
Republican Party,447,politician
North Carolina,447,politician
US Representative,447,politician
Republican Party,448,politician
North Carolina,448,politician
US Representative,448,politician
Democratic Party,449,politician
California,449,politician
US Representative,449,politician
Democratic Party,450,politician
North Dakota,450,politician
Senator,450,politician
Republican Party,451,politician
Georgia,451,politician
US Representative,451,politician
Republican Party,452,politician
Arkansas,452,politician
US Representative,452,politician
Republican Party,453,politician
Texas,453,politician
US Representative,453,politician
Republican Party,454,politician
Indiana,454,politician
US Representative,454,politician
Democratic Party,455,politician
California,455,politician
Senator,455,politician
Democratic Party,456,politician
New Hampshire,456,politician
Senator,456,politician
Republican Party,457,politician
Louisiana,457,politician
US Representative,457,politician
Republican Party,458,politician
South Carolina,458,politician
US Representative,458,politician
Republican Party,459,politician
Oklahoma,459,politician
Senator,459,politician
Democratic Party,460,politician
Hawaii,460,politician
Senator,460,politician
Democratic Party,461,politician
Washington,461,politician
US Representative,461,politician
Republican Party,462,politician
Georgia,462,politician
Senator,462,politician
Republican Party,463,politician
California,463,politician
US Representative,463,politician
Democratic Party,464,politician
New York,464,politician
US Representative,464,politician
Democratic Party,465,politician
Texas,465,politician
US Representative,465,politician
Democratic Party,466,politician
Louisiana,466,politician
US Representative,466,politician
Democratic Party,467,politician
Texas,467,politician
US Representative,467,politician
Republican Party,468,politician
Texas,468,politician
US Representative,468,politician
Democratic Party,469,politician
South Dakota,469,politician
Senator,469,politician
Republican Party,470,politician
North Carolina,470,politician
US Representative,470,politician
Democratic Party,471,politician
Illinois,471,politician
US Representative,471,politician
Democratic Party,472,politician
Ohio,472,politician
US Representative,472,politician
Republican Party,473,politician
Illinois,473,politician
US Representative,473,politician
Democratic Party,474,politician
Georgia,474,politician
US Representative,474,politician
Republican Party,475,politician
Ohio,475,politician
US Representative,475,politician
Republican Party,476,politician
Kansas,476,politician
US Representative,476,politician
Republican Party,477,politician
Nebraska,477,politician
Senator,477,politician
Republican Party,478,politician
Ohio,478,politician
US Representative,478,politician
Republican Party,479,politician
Wisconsin,479,politician
Senator,479,politician
Democratic Party,480,politician
New York,480,politician
US Representative,480,politician
Republican Party,481,politician
Ohio,481,politician
US Representative,481,politician
Republican Party,482,politician
West Virginia,482,politician
US Representative,482,politician
Democratic Party,483,politician
Washington,483,politician
US Representative,483,politician
Republican Party,484,politician
Louisiana,484,politician
US Representative,484,politician
Democratic Party,485,politician
Pennsylvania,485,politician
US Representative,485,politician
Democratic Party,486,politician
Ohio,486,politician
US Representative,486,politician
Democratic Party,487,politician
Massachusetts,487,politician
Senator,487,politician
Democratic Party,488,politician
Rhode Island,488,politician
US Representative,488,politician
Democratic Party,489,politician
Massachusetts,489,politician
Senator,489,politician
Democratic Party,490,politician
Michigan,490,politician
US Representative,490,politician
Democratic Party,491,politician
Michigan,491,politician
US Representative,491,politician
Democratic Party,492,politician
Wisconsin,492,politician
US Representative,492,politician
Republican Party,493,politician
New York,493,politician
US Representative,493,politician
Republican Party,494,politician
Georgia,494,politician
US Representative,494,politician
Republican Party,495,politician
Michigan,495,politician
US Representative,495,politician
Democratic Party,496,politician
Wisconsin,496,politician
Senator,496,politician
Democratic Party,497,politician
Ohio,497,politician
US Representative,497,politician
Republican Party,498,politician
Arizona,498,politician
Senator,498,politician
Republican Party,499,politician
Illinois,499,politician
Senator,499,politician
Republican Party,500,politician
Florida,500,politician
US Representative,500,politician
Republican Party,501,politician
Iowa,501,politician
US Representative,501,politician
Republican Party,502,politician
Minnesota,502,politician
US Representative,502,politician
Republican Party,503,politician
New York,503,politician
US Representative,503,politician
Democratic Party,504,politician
Wisconsin,504,politician
US Representative,504,politician
Democratic Party,505,politician
Florida,505,politician
US Representative,505,politician
Democratic Party,506,politician
Minnesota,506,politician
Senator,506,politician
Democratic Party,507,politician
Arizona,507,politician
US Representative,507,politician
Democratic Party,508,politician
North Carolina,508,politician
US Representative,508,politician
Democratic Party,509,politician
Florida,509,politician
US Representative,509,politician
Democratic Party,510,politician
Maryland,510,politician
US Representative,510,politician
Democratic Party,511,politician
Ohio,511,politician
US Representative,511,politician
Democratic Party,512,politician
Delaware,512,politician
Senator,512,politician
Democratic Party,513,politician
Massachusetts,513,politician
Senator,513,politician
Democratic Party,514,politician
Massachusetts,514,politician
US Representative,514,politician
Republican Party,515,politician
Pennsylvania,515,politician
US Representative,515,politician
Republican Party,516,politician
Illinois,516,politician
US Representative,516,politician
Democratic Party,517,politician
Massachusetts,517,politician
US Representative,517,politician
Democratic Party,518,politician
Michigan,518,politician
US Representative,518,politician
Democratic Party,519,politician
Washington,519,politician
US Representative,519,politician
Democratic Party,520,politician
New Hampshire,520,politician
US Representative,520,politician
Independent,521,politician
Maine,521,politician
Senator,521,politician
Democratic Party,522,politician
Virginia,522,politician
Senator,522,politician
Democratic Party,523,politician
Illinois,523,politician
US Representative,523,politician
Republican Party,524,politician
New York,524,politician
US Representative,524,politician
Republican Party,525,politician
California,525,politician
US Representative,525,politician
Republican Party,526,politician
Mississippi,526,politician
US Representative,526,politician
Democratic Party,527,politician
California,527,politician
US Representative,527,politician
Democratic Party,528,politician
Nevada,528,politician
US Representative,528,politician
Democratic Party,529,politician
Illinois,529,politician
US Representative,529,politician
Republican Party,530,politician
Tennessee,530,politician
US Representative,530,politician
Republican Party,531,politician
Louisiana,531,politician
Senator,531,politician
Democratic Party,532,politician
Arkansas,532,politician
Senator,532,politician
Democratic Party,533,politician
Texas,533,politician
US Representative,533,politician
Democratic Party,534,politician
California,534,politician
US Representative,534,politician
Republican Party,535,politician
Iowa,535,politician
US Representative,535,politician
Democratic Party,536,politician
New Jersey,536,politician
Senator,536,politician
Democratic Party,537,politician
Vermont,537,politician
Senator,537,politician
Democratic Party,538,politician
Michigan,538,politician
Senator,538,politician
Democratic Party,539,politician
Michigan,539,politician
US Representative,539,politician
Republican Party,540,politician
California,540,politician
US Representative,540,politician
Democratic Party,541,politician
Georgia,541,politician
US Representative,541,politician
Republican Party,542,politician
Kentucky,542,politician
US Representative,542,politician
Independent,543,politician
Connecticut,543,politician
Senator,543,politician
Republican Party,544,politician
Georgia,544,politician
US Representative,544,politician
Democratic Party,545,politician
California,545,politician
US Representative,545,politician
Democratic Party,546,politician
New York,546,politician
US Representative,546,politician
Republican Party,547,politician
Oklahoma,547,politician
US Representative,547,politician
Republican Party,548,politician
Indiana,548,politician
Senator,548,politician
Republican Party,549,politician
California,549,politician
US Representative,549,politician
Democratic Party,550,politician
Louisiana,550,politician
Senator,550,politician
Democratic Party,551,politician
California,551,politician
US Representative,551,politician
Republican Party,552,politician
Illinois,552,politician
US Representative,552,politician
Republican Party,553,politician
Ohio,553,politician
US Representative,553,politician
Republican Party,554,politician
New Jersey,554,politician
US Representative,554,politician
Democratic Party,555,politician
Connecticut,555,politician
US Representative,555,politician
Democratic Party,556,politician
Rhode Island,556,politician
US Representative,556,politician
Democratic Party,557,politician
Washington,557,politician
US Representative,557,politician
Democratic Party,558,politician
Massachusetts,558,politician
US Representative,558,politician
Democratic Party,559,politician
Illinois,559,politician
US Representative,559,politician
Republican Party,560,politician
Colorado,560,politician
US Representative,560,politician
Democratic Party,561,politician
Iowa,561,politician
US Representative,561,politician
Republican Party,562,politician
Ohio,562,politician
US Representative,562,politician
Republican Party,563,politician
New Jersey,563,politician
US Representative,563,politician
Republican Party,564,politician
New York,564,politician
US Representative,564,politician
Republican Party,565,politician
Missouri,565,politician
US Representative,565,politician
Democratic Party,566,politician
New Mexico,566,politician
US Representative,566,politician
Republican Party,567,politician
Wyoming,567,politician
US Representative,567,politician
Republican Party,568,politician
Florida,568,politician
Senator,568,politician
Republican Party,569,politician
Idaho,569,politician
US Representative,569,politician
Republican Party,570,politician
Louisiana,570,politician
US Representative,570,politician
Republican Party,571,politician
Oklahoma,571,politician
Senator,571,politician
Republican Party,572,politician
Missouri,572,politician
US Representative,572,politician
Republican Party,573,politician
Utah,573,politician
Senator,573,politician
Republican Party,574,politician
California,574,politician
US Representative,574,politician
Democratic Party,575,politician
California,575,politician
US Representative,575,politician
Democratic Party,576,politician
New Mexico,576,politician
US Representative,576,politician
Democratic Party,577,politician
Michigan,577,politician
US Representative,577,politician
Democratic Party,578,politician
California,578,politician
US Representative,578,politician
Republican Party,579,politician
Georgia,579,politician
US Representative,579,politician
Republican Party,580,politician
Utah,580,politician
US Representative,580,politician
Republican Party,581,politician
Illinois,581,politician
US Representative,581,politician
Democratic Party,582,politician
Florida,582,politician
US Representative,582,politician
Republican Party,583,politician
Minnesota,583,politician
US Representative,583,politician
Democratic Party,584,politician
New York,584,politician
US Representative,584,politician
Democratic Party,585,politician
Massachusetts,585,politician
Senator,585,politician
Republican Party,586,politician
Arizona,586,politician
Senator,586,politician
Democratic Party,587,politician
New York,587,politician
US Representative,587,politician
Democratic Party,588,politician
Massachusetts,588,politician
US Representative,588,politician
Republican Party,589,politician
Kentucky,589,politician
Senator,589,politician
Republican Party,590,politician
Louisiana,590,politician
US Representative,590,politician
Democratic Party,591,politician
Washington,591,politician
US Representative,591,politician
Republican Party,592,politician
New York,592,politician
US Representative,592,politician
Democratic Party,593,politician
North Carolina,593,politician
US Representative,593,politician
Republican Party,594,politician
California,594,politician
US Representative,594,politician
Democratic Party,595,politician
New York,595,politician
US Representative,595,politician
Democratic Party,596,politician
Massachusetts,596,politician
US Representative,596,politician
Democratic Party,597,politician
New Jersey,597,politician
Senator,597,politician
Republican Party,598,politician
Florida,598,politician
US Representative,598,politician
Democratic Party,599,politician
Maryland,599,politician
Senator,599,politician
Democratic Party,600,politician
California,600,politician
US Representative,600,politician
Democratic Party,601,politician
California,601,politician
US Representative,601,politician
Democratic Party,602,politician
West Virginia,602,politician
US Representative,602,politician
Democratic Party,603,politician
Virginia,603,politician
US Representative,603,politician
Republican Party,604,politician
Kansas,604,politician
Senator,604,politician
Democratic Party,605,politician
Washington,605,politician
Senator,605,politician
Democratic Party,606,politician
Pennsylvania,606,politician
US Representative,606,politician
Republican Party,607,politician
North Carolina,607,politician
US Representative,607,politician
Democratic Party,608,politician
New York,608,politician
US Representative,608,politician
Republican Party,609,politician
Illinois,609,politician
US Representative,609,politician
Republican Party,610,politician
California,610,politician
US Representative,610,politician
Democratic Party,611,politician
Kansas,611,politician
US Representative,611,politician
Democratic Party,612,politician
Utah,612,politician
US Representative,612,politician
Democratic Party,613,politician
Minnesota,613,politician
US Representative,613,politician
Republican Party,614,politician
Florida,614,politician
US Representative,614,politician
Democratic Party,615,politician
Georgia,615,politician
US Representative,615,politician
Republican Party,616,politician
Michigan,616,politician
US Representative,616,politician
Democratic Party,617,politician
Florida,617,politician
US Representative,617,politician
Democratic Party,618,politician
Maine,618,politician
US Representative,618,politician
Republican Party,619,politician
Michigan,619,politician
US Representative,619,politician
Republican Party,620,politician
Pennsylvania,620,politician
US Representative,620,politician
Republican Party,621,politician
Colorado,621,politician
US Representative,621,politician
Republican Party,622,politician
Alaska,622,politician
Senator,622,politician
Democratic Party,623,politician
North Carolina,623,politician
US Representative,623,politician
Republican Party,624,politician
Florida,624,politician
US Representative,624,politician
Republican Party,625,politician
North Carolina,625,politician
US Representative,625,politician
Republican Party,626,politician
Texas,626,politician
US Representative,626,politician
Republican Party,627,politician
Texas,627,politician
US Representative,627,politician
Republican Party,628,politician
Washington,628,politician
US Representative,628,politician
Democratic Party,629,politician
Wisconsin,629,politician
US Representative,629,politician
Democratic Party,630,politician
Louisiana,630,politician
US Representative,630,politician
Republican Party,631,politician
Florida,631,politician
Senator,631,politician
Democratic Party,632,politician
California,632,politician
US Representative,632,politician
Democratic Party,633,politician
Florida,633,politician
US Representative,633,politician
Republican Party,634,politician
California,634,politician
US Representative,634,politician
Democratic Party,635,politician
California,635,politician
US Representative,635,politician
Democratic Party,636,politician
Arizona,636,politician
US Representative,636,politician
Democratic Party,637,politician
Pennsylvania,637,politician
US Representative,637,politician
Democratic Party,638,politician
Connecticut,638,politician
Senator,638,politician
Democratic Party,639,politician
Missouri,639,politician
Senator,639,politician
Democratic Party,640,politician
New York,640,politician
US Representative,640,politician
Democratic Party,641,politician
Colorado,641,politician
US Representative,641,politician
Democratic Party,642,politician
New York,642,politician
US Representative,642,politician
Democratic Party,643,politician
New York,643,politician
US Representative,643,politician
Democratic Party,644,politician
Idaho,644,politician
US Representative,644,politician
Democratic Party,645,politician
Oregon,645,politician
Senator,645,politician
Republican Party,646,politician
California,646,politician
US Representative,646,politician
Democratic Party,647,politician
New York,647,politician
US Representative,647,politician
Republican Party,648,politician
Pennsylvania,648,politician
US Representative,648,politician
Republican Party,649,politician
West Virginia,649,politician
US Representative,649,politician
Republican Party,650,politician
Pennsylvania,650,politician
US Representative,650,politician
Republican Party,651,politician
South Carolina,651,politician
US Representative,651,politician
Democratic Party,652,politician
West Virginia,652,politician
Senator,652,politician
Republican Party,653,politician
Kentucky,653,politician
US Representative,653,politician
Democratic Party,654,politician
New York,654,politician
US Representative,654,politician
Republican Party,655,politician
North Carolina,655,politician
US Representative,655,politician
Democratic Party,656,politician
New York,656,politician
US Representative,656,politician
Republican Party,657,politician
Indiana,657,politician
US Representative,657,politician
Republican Party,658,politician
Oklahoma,658,politician
US Representative,658,politician
Republican Party,659,politician
New Jersey,659,politician
US Representative,659,politician
Republican Party,660,politician
Michigan,660,politician
US Representative,660,politician
Republican Party,661,politician
West Virginia,661,politician
US Representative,661,politician
Democratic Party,662,politician
Massachusetts,662,politician
US Representative,662,politician
Republican Party,663,politician
Arizona,663,politician
US Representative,663,politician
Republican Party,664,politician
Kansas,664,politician
US Representative,664,politician
Republican Party,665,politician
Florida,665,politician
US Representative,665,politician
Democratic Party,666,politician
Virginia,666,politician
US Representative,666,politician
Republican Party,667,politician
Michigan,667,politician
US Representative,667,politician
Democratic Party,668,politician
Florida,668,politician
US Representative,668,politician
Democratic Party,669,politician
New York,669,politician
US Representative,669,politician
Democratic Party,670,politician
Massachusetts,670,politician
US Representative,670,politician
Democratic Party,671,politician
Florida,671,politician
Senator,671,politician
Democratic Party,672,politician
Minnesota,672,politician
US Representative,672,politician
Republican Party,673,politician
Georgia,673,politician
US Representative,673,politician
Democratic Party,674,politician
California,674,politician
US Representative,674,politician
Democratic Party,675,politician
Nebraska,675,politician
Senator,675,politician
Republican Party,676,politician
California,676,politician
US Representative,676,politician
Republican Party,677,politician
Texas,677,politician
US Representative,677,politician
Democratic Party,678,politician
Virginia,678,politician
US Representative,678,politician
Republican Party,679,politician
South Dakota,679,politician
US Representative,679,politician
Republican Party,680,politician
Florida,680,politician
US Representative,680,politician
Republican Party,681,politician
Mississippi,681,politician
US Representative,681,politician
Democratic Party,682,politician
New Jersey,682,politician
US Representative,682,politician
Republican Party,683,politician
Washington,683,politician
US Representative,683,politician
Democratic Party,684,politician
Minnesota,684,politician
US Representative,684,politician
Democratic Party,685,politician
Wisconsin,685,politician
US Representative,685,politician
Democratic Party,686,politician
Massachusetts,686,politician
US Representative,686,politician
Democratic Party,687,politician
Texas,687,politician
US Representative,687,politician
Republican Party,688,politician
Texas,688,politician
US Representative,688,politician
Democratic Party,689,politician
New York,689,politician
US Representative,689,politician
Democratic Party,690,politician
Texas,690,politician
US Representative,690,politician
Democratic Party,691,politician
Arizona,691,politician
US Representative,691,politician
Democratic Party,692,politician
New Jersey,692,politician
US Representative,692,politician
Democratic Party,693,politician
New Jersey,693,politician
US Representative,693,politician
Democratic Party,694,politician
Arizona,694,politician
US Representative,694,politician
Democratic Party,695,politician
California,695,politician
US Representative,695,politician
Democratic Party,696,politician
Minnesota,696,politician
US Representative,696,politician
Republican Party,697,politician
Pennsylvania,697,politician
US Representative,697,politician
Republican Party,698,politician
Wisconsin,698,politician
US Representative,698,politician
Republican Party,699,politician
Mississippi,699,politician
US Representative,699,politician
Republican Party,700,politician
Pennsylvania,700,politician
US Representative,700,politician
Democratic Party,701,politician
North Dakota,701,politician
US Representative,701,politician
Republican Party,702,politician
Ohio,702,politician
Senator,702,politician
Democratic Party,703,politician
North Carolina,703,politician
US Representative,703,politician
Republican Party,704,politician
Ohio,704,politician
US Representative,704,politician
Republican Party,705,politician
Texas,705,politician
US Representative,705,politician
Republican Party,706,politician
Pennsylvania,706,politician
US Representative,706,politician
Republican Party,707,politician
Florida,707,politician
US Representative,707,politician
Republican Party,708,politician
Indiana,708,politician
US Representative,708,politician
Republican Party,709,politician
New Mexico,709,politician
US Representative,709,politician
Republican Party,710,politician
Nevada,710,politician
US Representative,710,politician
Democratic Party,711,politician
Arkansas,711,politician
Senator,711,politician
Republican Party,712,politician
Georgia,712,politician
US Representative,712,politician
Republican Party,713,politician
Texas,713,politician
US Representative,713,politician
Democratic Party,714,politician
Colorado,714,politician
US Representative,714,politician
Republican Party,715,politician
Minnesota,715,politician
US Representative,715,politician
Democratic Party,716,politician
Michigan,716,politician
Senator,716,politician
Democratic Party,717,politician
Maine,717,politician
US Representative,717,politician
Democratic Party,718,politician
Colorado,718,politician
US Representative,718,politician
Republican Party,719,politician
Florida,719,politician
US Representative,719,politician
Democratic Party,720,politician
Virginia,720,politician
US Representative,720,politician
Republican Party,721,politician
Mississippi,721,politician
US Representative,721,politician
Republican Party,722,politician
Kansas,722,politician
US Representative,722,politician
Democratic Party,723,politician
New Jersey,723,politician
US Representative,723,politician
Republican Party,724,politician
Pennsylvania,724,politician
US Representative,724,politician
Republican Party,725,politician
North Carolina,725,politician
US Representative,725,politician
Democratic Party,726,politician
Wisconsin,726,politician
US Representative,726,politician
Democratic Party,727,politician
California,727,politician
US Representative,727,politician
Republican Party,728,politician
Alabama,728,politician
US Representative,728,politician
Republican Party,729,politician
Maine,729,politician
US Representative,729,politician
Republican Party,730,politician
Georgia,730,politician
Senator,730,politician
Democratic Party,731,politician
California,731,politician
US Representative,731,politician
Democratic Party,732,politician
Illinois,732,politician
US Representative,732,politician
Republican Party,733,politician
Arizona,733,politician
US Representative,733,politician
Republican Party,734,politician
California,734,politician
US Representative,734,politician
Democratic Party,735,politician
West Virginia,735,politician
US Representative,735,politician
Republican Party,736,politician
Minnesota,736,politician
US Representative,736,politician
Democratic Party,737,politician
New York,737,politician
US Representative,737,politician
Democratic Party,738,politician
Rhode Island,738,politician
Senator,738,politician
Republican Party,739,politician
Ohio,739,politician
US Representative,739,politician
Democratic Party,740,politician
Nevada,740,politician
Senator,740,politician
Democratic Party,741,politician
Texas,741,politician
US Representative,741,politician
Republican Party,742,politician
Kansas,742,politician
Senator,742,politician
Democratic Party,743,politician
West Virginia,743,politician
Senator,743,politician
Republican Party,744,politician
Kentucky,744,politician
US Representative,744,politician
Republican Party,745,politician
California,745,politician
US Representative,745,politician
Republican Party,746,politician
Florida,746,politician
US Representative,746,politician
Democratic Party,747,politician
New Jersey,747,politician
US Representative,747,politician
Democratic Party,748,politician
California,748,politician
US Representative,748,politician
Republican Party,749,politician
California,749,politician
US Representative,749,politician
Democratic Party,750,politician
Illinois,750,politician
US Representative,750,politician
Democratic Party,751,politician
Texas,751,politician
US Representative,751,politician
Republican Party,752,politician
New York,752,politician
US Representative,752,politician
Republican Party,753,politician
Wisconsin,753,politician
US Representative,753,politician
Republican Party,754,politician
Montana,754,politician
US Representative,754,politician
Democratic Party,755,politician
Arkansas,755,politician
US Representative,755,politician
Republican Party,756,politician
Arizona,756,politician
US Representative,756,politician
Republican Party,757,politician
Alabama,757,politician
US Representative,757,politician
Democratic Party,758,politician
Maryland,758,politician
US Representative,758,politician
Democratic Party,759,politician
Ohio,759,politician
US Representative,759,politician
Republican Party,760,politician
Washington,760,politician
US Representative,760,politician
Republican Party,761,politician
Illinois,761,politician
US Representative,761,politician
Democratic Party,762,politician
California,762,politician
US Representative,762,politician
Republican Party,763,politician
Tennessee,763,politician
US Representative,763,politician
Republican Party,764,politician
Florida,764,politician
US Representative,764,politician
Republican Party,765,politician
Idaho,765,politician
Senator,765,politician
Republican Party,766,politician
New York,766,politician
US Representative,766,politician
Republican Party,767,politician
Ohio,767,politician
US Representative,767,politician
Republican Party,768,politician
Wisconsin,768,politician
US Representative,768,politician
Democratic Party,769,politician
Louisiana,769,politician
US Representative,769,politician
Republican Party,770,politician
Virginia,770,politician
US Representative,770,politician
Republican Party,771,politician
Florida,771,politician
US Representative,771,politician
Republican Party,772,politician
Alabama,772,politician
US Representative,772,politician
Republican Party,773,politician
Indiana,773,politician
US Representative,773,politician
Republican Party,774,politician
Florida,774,politician
US Representative,774,politician
Republican Party,775,politician
New Jersey,775,politician
US Representative,775,politician
Republican Party,776,politician
South Carolina,776,politician
US Representative,776,politician
Republican Party,777,politician
Pennsylvania,777,politician
US Representative,777,politician
Democratic Party,778,politician
California,778,politician
US Representative,778,politician
Republican Party,779,politician
Texas,779,politician
US Representative,779,politician
Democratic Party,780,politician
New York,780,politician
US Representative,780,politician
Republican Party,781,politician
North Carolina,781,politician
US Representative,781,politician
Republican Party,782,politician
Oklahoma,782,politician
US Representative,782,politician
Republican Party,783,politician
South Dakota,783,politician
Senator,783,politician
Democratic Party,784,politician
Maryland,784,politician
US Representative,784,politician
Republican Party,785,politician
Florida,785,politician
US Representative,785,politician
Democratic Party,786,politician
Nevada,786,politician
US Representative,786,politician
Republican Party,787,politician
Florida,787,politician
US Representative,787,politician
Democratic Party,788,politician
California,788,politician
US Representative,788,politician
Independent,789,politician
Vermont,789,politician
Senator,789,politician
Republican Party,790,politician
South Carolina,790,politician
US Representative,790,politician
Republican Party,791,politician
New Jersey,791,politician
US Representative,791,politician
Democratic Party,792,politician
New York,792,politician
Senator,792,politician
Democratic Party,793,politician
Virginia,793,politician
US Representative,793,politician
Republican Party,794,politician
Wisconsin,794,politician
US Representative,794,politician
Democratic Party,795,politician
New York,795,politician
US Representative,795,politician
Republican Party,796,politician
Texas,796,politician
US Representative,796,politician
Republican Party,797,politician
Arizona,797,politician
US Representative,797,politician
Republican Party,798,politician
Alabama,798,politician
Senator,798,politician
Democratic Party,799,politician
California,799,politician
US Representative,799,politician
Republican Party,800,politician
Illinois,800,politician
US Representative,800,politician
Democratic Party,801,politician
Missouri,801,politician
US Representative,801,politician
Democratic Party,802,politician
New York,802,politician
US Representative,802,politician
Democratic Party,803,politician
Washington,803,politician
US Representative,803,politician
Republican Party,804,politician
New Jersey,804,politician
US Representative,804,politician
Republican Party,805,politician
Texas,805,politician
US Representative,805,politician
Republican Party,806,politician
Maine,806,politician
Senator,806,politician
Democratic Party,807,politician
Arkansas,807,politician
US Representative,807,politician
Democratic Party,808,politician
Pennsylvania,808,politician
Senator,808,politician
Democratic Party,809,politician
South Carolina,809,politician
US Representative,809,politician
Democratic Party,810,politician
Michigan,810,politician
Senator,810,politician
Democratic Party,811,politician
California,811,politician
US Representative,811,politician
Republican Party,812,politician
Florida,812,politician
US Representative,812,politician
Republican Party,813,politician
Alaska,813,politician
Senator,813,politician
Democratic Party,814,politician
Michigan,814,politician
US Representative,814,politician
Republican Party,815,politician
New Hampshire,815,politician
Senator,815,politician
Republican Party,816,politician
Alabama,816,politician
Senator,816,politician
Republican Party,817,politician
Oregon,817,politician
Senator,817,politician
Republican Party,818,politician
Indiana,818,politician
US Representative,818,politician
Republican Party,819,politician
Connecticut,819,politician
US Representative,819,politician
Democratic Party,820,politician
Illinois,820,politician
US Representative,820,politician
Republican Party,821,politician
Idaho,821,politician
US Representative,821,politician
Democratic Party,822,politician
California,822,politician
US Representative,822,politician
Democratic Party,823,politician
California,823,politician
US Representative,823,politician
Republican Party,824,politician
Pennsylvania,824,politician
US Representative,824,politician
Republican Party,825,politician
Oklahoma,825,politician
US Representative,825,politician
Democratic Party,826,politician
California,826,politician
US Representative,826,politician
Democratic Party,827,politician
Georgia,827,politician
US Representative,827,politician
Democratic Party,828,politician
Colorado,828,politician
US Representative,828,politician
Democratic Party,829,politician
Pennsylvania,829,politician
US Representative,829,politician
Democratic Party,830,politician
Colorado,830,politician
Senator,830,politician
Republican Party,831,politician
Ohio,831,politician
US Representative,831,politician
Democratic Party,832,politician
New Jersey,832,politician
US Representative,832,politician
Republican Party,833,politician
Idaho,833,politician
US Representative,833,politician
Democratic Party,834,politician
Maryland,834,politician
US Representative,834,politician
Democratic Party,835,politician
Pennsylvania,835,politician
US Representative,835,politician
Democratic Party,836,politician
New Hampshire,836,politician
US Representative,836,politician
Democratic Party,837,politician
North Carolina,837,politician
US Representative,837,politician
Republican Party,838,politician
Nebraska,838,politician
US Representative,838,politician
Democratic Party,839,politician
Ohio,839,politician
US Representative,839,politician
Democratic Party,840,politician
Ohio,840,politician
US Representative,840,politician
Democratic Party,841,politician
California,841,politician
US Representative,841,politician
Republican Party,842,politician
Louisiana,842,politician
US Representative,842,politician
Democratic Party,843,politician
Michigan,843,politician
US Representative,843,politician
Republican Party,844,politician
Illinois,844,politician
US Representative,844,politician
Democratic Party,845,politician
Oregon,845,politician
US Representative,845,politician
Democratic Party,846,politician
New Hampshire,846,politician
Senator,846,politician
Republican Party,847,politician
Illinois,847,politician
US Representative,847,politician
Republican Party,848,politician
Arizona,848,politician
US Representative,848,politician
Republican Party,849,politician
South Carolina,849,politician
Senator,849,politician
Democratic Party,850,politician
Alabama,850,politician
US Representative,850,politician
Republican Party,851,politician
Florida,851,politician
US Representative,851,politician
Republican Party,852,politician
Ohio,852,politician
US Representative,852,politician
Republican Party,853,politician
Indiana,853,politician
US Representative,853,politician
Republican Party,854,politician
Georgia,854,politician
US Representative,854,politician
Democratic Party,855,politician
Illinois,855,politician
US Representative,855,politician
Democratic Party,856,politician
Arizona,856,politician
US Representative,856,politician
Republican Party,857,politician
Utah,857,politician
US Representative,857,politician
Democratic Party,858,politician
California,858,politician
US Representative,858,politician
Democratic Party,859,politician
Hawaii,859,politician
Senator,859,politician
Republican Party,860,politician
Missouri,860,politician
US Representative,860,politician
Republican Party,861,politician
New York,861,politician
US Representative,861,politician
Republican Party,862,politician
Nebraska,862,politician
Senator,862,politician
Republican Party,863,politician
Alaska,863,politician
Senator,863,politician
Republican Party,864,politician
Pennsylvania,864,politician
US Representative,864,politician
Democratic Party,865,politician
Florida,865,politician
US Representative,865,politician
Democratic Party,866,politician
New York,866,politician
US Representative,866,politician
Democratic Party,867,politician
Tennessee,867,politician
US Representative,867,politician
Democratic Party,868,politician
California,868,politician
US Representative,868,politician
Democratic Party,869,politician
Mississippi,869,politician
US Representative,869,politician
Democratic Party,870,politician
Mississippi,870,politician
US Representative,870,politician
Republican Party,871,politician
Texas,871,politician
US Representative,871,politician
Republican Party,872,politician
South Dakota,872,politician
Senator,872,politician
Republican Party,873,politician
Kansas,873,politician
US Representative,873,politician
Democratic Party,874,politician
Massachusetts,874,politician
US Representative,874,politician
Democratic Party,875,politician
New York,875,politician
US Representative,875,politician
Republican Party,876,politician
Colorado,876,politician
US Representative,876,politician
Republican Party,877,politician
Nebraska,877,politician
US Representative,877,politician
Democratic Party,878,politician
California,878,politician
US Representative,878,politician
Republican Party,879,politician
Pennsylvania,879,politician
Senator,879,politician
Republican Party,880,politician
Ohio,880,politician
US Representative,880,politician
Republican Party,881,politician
Ohio,881,politician
US Representative,881,politician
Democratic Party,882,politician
Montana,882,politician
Senator,882,politician
Democratic Party,883,politician
