legal_name,last_name,first_name,temp,tags,flip_background,flop_background
Jamie  Raskin,Raskin,Jamie,Jamie Raskin,"Democratic Party, Maryland, US Representative",jamie_raskin_red.png,jamie_raskin_blue.png
Francis  Rooney,Rooney,Francis,Francis Rooney,"Republican Party, Florida, US Representative",francis_rooney_red.png,francis_rooney_blue.png
Jacky  Rosen,Rosen,Jacky,Jacky Rosen,"Democratic Party, Nevada, US Representative",jacky_rosen_red.png,jacky_rosen_blue.png
John  Rutherford,Rutherford,John,John Rutherford,"Republican Party, Florida, US Representative",john_rutherford_red.png,john_rutherford_blue.png
Loretta B. Sanchez,Sanchez,Loretta B.,Loretta B. Sanchez,"Democratic Party, California, US Representative",loretta_sanchez_red.png,loretta_sanchez_blue.png
Bernard  Sanders,Sanders,Bernard,Bernard Sanders,"Independent, Vermont, Senator",bernard_sanders_red.png,bernard_sanders_blue.png
Marshall  Sanford,Sanford,Marshall,Marshall Sanford,"Republican Party, South Carolina, US Representative",marshall_sanford_red.png,marshall_sanford_blue.png
H. James Saxton,Saxton,H. James,H. James Saxton,"Republican Party, New Jersey, US Representative",h._saxton_red.png,h._saxton_blue.png
Charles E. Schumer,Schumer,Charles E.,Charles E. Schumer,"Democratic Party, New York, Senator",charles_schumer_red.png,charles_schumer_blue.png
Robert C. Scott,Scott,Robert C.,Robert C. Scott,"Democratic Party, Virginia, US Representative",robert_scott_red.png,robert_scott_blue.png
F. James Sensenbrenner,Sensenbrenner,F. James,F. James Sensenbrenner,"Republican Party, Wisconsin, US Representative",f._sensenbrenner_red.png,f._sensenbrenner_blue.png
Jos√© E. Serrano,Serrano,Jos√© E.,Jos√© E. Serrano,"Democratic Party, New York, US Representative",jos„©_serrano_red.png,jos„©_serrano_blue.png
Pete A. Sessions,Sessions,Pete A.,Pete A. Sessions,"Republican Party, Texas, US Representative",pete_sessions_red.png,pete_sessions_blue.png
John B. Shadegg,Shadegg,John B.,John B. Shadegg,"Republican Party, Arizona, US Representative",john_shadegg_red.png,john_shadegg_blue.png
Richard C. Shelby,Shelby,Richard C.,Richard C. Shelby,"Republican Party, Alabama, Senator",richard_shelby_red.png,richard_shelby_blue.png
Brad J. Sherman,Sherman,Brad J.,Brad J. Sherman,"Democratic Party, California, US Representative",brad_sherman_red.png,brad_sherman_blue.png
John M. Shimkus,Shimkus,John M.,John M. Shimkus,"Republican Party, Illinois, US Representative",john_shimkus_red.png,john_shimkus_blue.png
Ike  Skelton,Skelton,Ike,Ike Skelton,"Democratic Party, Missouri, US Representative",ike_skelton_red.png,ike_skelton_blue.png
Louise McIntosh Slaughter,Slaughter,Louise McIntosh,Louise McIntosh Slaughter,"Democratic Party, New York, US Representative",louise_slaughter_red.png,louise_slaughter_blue.png
Adam  Smith,Smith,Adam,Adam Smith,"Democratic Party, Washington, US Representative",adam_smith_red.png,adam_smith_blue.png
Christopher H. Smith,Smith,Christopher H.,Christopher H. Smith,"Republican Party, New Jersey, US Representative",christopher_smith_red.png,christopher_smith_blue.png
Lamar S. Smith,Smith,Lamar S.,Lamar S. Smith,"Republican Party, Texas, US Representative",lamar_smith_red.png,lamar_smith_blue.png
Olympia J. Snowe,Snowe,Olympia J.,Olympia J. Snowe,"Republican Party, Maine, Senator",olympia_snowe_red.png,olympia_snowe_blue.png
Victor F. Snyder,Snyder,Victor F.,Victor F. Snyder,"Democratic Party, Arkansas, US Representative",victor_snyder_red.png,victor_snyder_blue.png
Arlen  Specter,Specter,Arlen,Arlen Specter,"Democratic Party, Pennsylvania, Senator",arlen_specter_red.png,arlen_specter_blue.png
John McKee Spratt,Spratt,John McKee,John McKee Spratt,"Democratic Party, South Carolina, US Representative",john_spratt_red.png,john_spratt_blue.png
Debbie Ann Stabenow,Stabenow,Debbie Ann,Debbie Ann Stabenow,"Democratic Party, Michigan, Senator",debbie_stabenow_red.png,debbie_stabenow_blue.png
Fortney H. Stark,Stark,Fortney H.,Fortney H. Stark,"Democratic Party, California, US Representative",fortney_stark_red.png,fortney_stark_blue.png
Clifford B. Stearns,Stearns,Clifford B.,Clifford B. Stearns,"Republican Party, Florida, US Representative",clifford_stearns_red.png,clifford_stearns_blue.png
Ted F. Stevens,Stevens,Ted F.,Ted F. Stevens,"Republican Party, Alaska, Senator",ted_stevens_red.png,ted_stevens_blue.png
Bart T. Stupak,Stupak,Bart T.,Bart T. Stupak,"Democratic Party, Michigan, US Representative",bart_stupak_red.png,bart_stupak_blue.png
John E. Sununu,Sununu,John E.,John E. Sununu,"Republican Party, New Hampshire, Senator",john_sununu_red.png,john_sununu_blue.png
Jefferson B. Sessions,Sessions,Jefferson B.,Jefferson B. Sessions,"Republican Party, Alabama, Senator",jefferson_sessions_red.png,jefferson_sessions_blue.png
Gordon Harold Smith,Smith,Gordon Harold,Gordon Harold Smith,"Republican Party, Oregon, Senator",gordon_smith_red.png,gordon_smith_blue.png
Mark Edward Souder,Souder,Mark Edward,Mark Edward Souder,"Republican Party, Indiana, US Representative",mark_souder_red.png,mark_souder_blue.png
Christopher H. Shays,Shays,Christopher H.,Christopher H. Shays,"Republican Party, Connecticut, US Representative",christopher_shays_red.png,christopher_shays_blue.png
Janice D. Schakowsky,Schakowsky,Janice D.,Janice D. Schakowsky,"Democratic Party, Illinois, US Representative",janice_schakowsky_red.png,janice_schakowsky_blue.png
Michael K. Simpson,Simpson,Michael K.,Michael K. Simpson,"Republican Party, Idaho, US Representative",michael_simpson_red.png,michael_simpson_blue.png
Adam B. Schiff,Schiff,Adam B.,Adam B. Schiff,"Democratic Party, California, US Representative",adam_schiff_red.png,adam_schiff_blue.png
Hilda L. Solis,Solis,Hilda L.,Hilda L. Solis,"Democratic Party, California, US Representative",hilda_solis_red.png,hilda_solis_blue.png
Bill  Shuster,Shuster,Bill,Bill Shuster,"Republican Party, Pennsylvania, US Representative",bill_shuster_red.png,bill_shuster_blue.png
John A. Sullivan,Sullivan,John A.,John A. Sullivan,"Republican Party, Oklahoma, US Representative",john_sullivan_red.png,john_sullivan_blue.png
Linda T. S√°nchez,S√°nchez,Linda T.,Linda T. S√°nchez,"Democratic Party, California, US Representative",linda_s„°nchez_red.png,linda_s„°nchez_blue.png
David  Scott,Scott,David,David Scott,"Democratic Party, Georgia, US Representative",david_scott_red.png,david_scott_blue.png
John Tony Salazar,Salazar,John Tony,John Tony Salazar,"Democratic Party, Colorado, US Representative",john_salazar_red.png,john_salazar_blue.png
Allyson Y. Schwartz,Schwartz,Allyson Y.,Allyson Y. Schwartz,"Democratic Party, Pennsylvania, US Representative",allyson_schwartz_red.png,allyson_schwartz_blue.png
Ken  Salazar,Salazar,Ken,Ken Salazar,"Democratic Party, Colorado, Senator",ken_salazar_red.png,ken_salazar_blue.png
Jean  Schmidt,Schmidt,Jean,Jean Schmidt,"Republican Party, Ohio, US Representative",jean_schmidt_red.png,jean_schmidt_blue.png
Albio  Sires,Sires,Albio,Albio Sires,"Democratic Party, New Jersey, US Representative",albio_sires_red.png,albio_sires_blue.png
Bill  Sali,Sali,Bill,Bill Sali,"Republican Party, Idaho, US Representative",bill_sali_red.png,bill_sali_blue.png
John P. Sarbanes,Sarbanes,John P.,John P. Sarbanes,"Democratic Party, Maryland, US Representative",john_sarbanes_red.png,john_sarbanes_blue.png
Joe  Sestak,Sestak,Joe,Joe Sestak,"Democratic Party, Pennsylvania, US Representative",joe_sestak_red.png,joe_sestak_blue.png
Carol  Shea-Porter,Shea-Porter,Carol,Carol Shea-Porter,"Democratic Party, New Hampshire, US Representative",carol_shea-porter_red.png,carol_shea-porter_blue.png
Heath  Shuler,Shuler,Heath,Heath Shuler,"Democratic Party, North Carolina, US Representative",heath_shuler_red.png,heath_shuler_blue.png
Adrian  Smith,Smith,Adrian,Adrian Smith,"Republican Party, Nebraska, US Representative",adrian_smith_red.png,adrian_smith_blue.png
Zachary T. Space,Space,Zachary T.,Zachary T. Space,"Democratic Party, Ohio, US Representative",zachary_space_red.png,zachary_space_blue.png
Betty  Sutton,Sutton,Betty,Betty Sutton,"Democratic Party, Ohio, US Representative",betty_sutton_red.png,betty_sutton_blue.png
Jackie  Speier,Speier,Jackie,Jackie Speier,"Democratic Party, California, US Representative",jackie_speier_red.png,jackie_speier_blue.png
Steve Joseph Scalise,Scalise,Steve Joseph,Steve Joseph Scalise,"Republican Party, Louisiana, US Representative",steve_scalise_red.png,steve_scalise_blue.png
Mark H. Schauer,Schauer,Mark H.,Mark H. Schauer,"Democratic Party, Michigan, US Representative",mark_schauer_red.png,mark_schauer_blue.png
Aaron  Schock,Schock,Aaron,Aaron Schock,"Republican Party, Illinois, US Representative",aaron_schock_red.png,aaron_schock_blue.png
Kurt  Schrader,Schrader,Kurt,Kurt Schrader,"Democratic Party, Oregon, US Representative",kurt_schrader_red.png,kurt_schrader_blue.png
Jeanne  Shaheen,Shaheen,Jeanne,Jeanne Shaheen,"Democratic Party, New Hampshire, Senator",jeanne_shaheen_red.png,jeanne_shaheen_blue.png
Robert T. Schilling,Schilling,Robert T.,Robert T. Schilling,"Republican Party, Illinois, US Representative",robert_schilling_red.png,robert_schilling_blue.png
David  Schweikert,Schweikert,David,David Schweikert,"Republican Party, Arizona, US Representative",david_schweikert_red.png,david_schweikert_blue.png
Tim  Scott,Scott,Tim,Tim Scott,"Republican Party, South Carolina, Senator",tim_scott_red.png,tim_scott_blue.png
Terri A. Sewell,Sewell,Terri A.,Terri A. Sewell,"Democratic Party, Alabama, US Representative",terri_sewell_red.png,terri_sewell_blue.png
Steve  Southerland,Southerland,Steve,Steve Southerland,"Republican Party, Florida, US Representative",steve_southerland_red.png,steve_southerland_blue.png
Steve  Stivers,Stivers,Steve,Steve Stivers,"Republican Party, Ohio, US Representative",steve_stivers_red.png,steve_stivers_blue.png
Marlin A. Stutzman,Stutzman,Marlin A.,Marlin A. Stutzman,"Republican Party, Indiana, US Representative",marlin_stutzman_red.png,marlin_stutzman_blue.png
Austin  Scott,Scott,Austin,Austin Scott,"Republican Party, Georgia, US Representative",austin_scott_red.png,austin_scott_blue.png
Bradley S. Schneider,Schneider,Bradley S.,Bradley S. Schneider,"Democratic Party, Illinois, US Representative",bradley_schneider_red.png,bradley_schneider_blue.png
Kyrsten  Sinema,Sinema,Kyrsten,Kyrsten Sinema,"Democratic Party, Arizona, US Representative",kyrsten_sinema_red.png,kyrsten_sinema_blue.png
Chris  Stewart,Stewart,Chris,Chris Stewart,"Republican Party, Utah, US Representative",chris_stewart_red.png,chris_stewart_blue.png
Eric  Swalwell,Swalwell,Eric,Eric Swalwell,"Democratic Party, California, US Representative",eric_swalwell_red.png,eric_swalwell_blue.png
Brian Emanuel Schatz,Schatz,Brian Emanuel,Brian Emanuel Schatz,"Democratic Party, Hawaii, Senator",brian_schatz_red.png,brian_schatz_blue.png
Jason T. Smith,Smith,Jason T.,Jason T. Smith,"Republican Party, Missouri, US Representative",jason_smith_red.png,jason_smith_blue.png
Elise  Stefanik,Stefanik,Elise,Elise Stefanik,"Republican Party, New York, US Representative",elise_stefanik_red.png,elise_stefanik_blue.png
Benjamin Eric Sasse,Sasse,Benjamin Eric,Benjamin Eric Sasse,"Republican Party, Nebraska, Senator",benjamin_sasse_red.png,benjamin_sasse_blue.png
Dan  Sullivan,Sullivan,Dan,Dan Sullivan,"Republican Party, Alaska, Senator",dan_sullivan_red.png,dan_sullivan_blue.png
Lloyd  Smucker,Smucker,Lloyd,Lloyd Smucker,"Republican Party, Pennsylvania, US Representative",lloyd_smucker_red.png,lloyd_smucker_blue.png
Darren  Soto,Soto,Darren,Darren Soto,"Democratic Party, Florida, US Representative",darren_soto_red.png,darren_soto_blue.png
Thomas  Suozzi,Suozzi,Thomas,Thomas Suozzi,"Democratic Party, New York, US Representative",thomas_suozzi_red.png,thomas_suozzi_blue.png
John S. Tanner,Tanner,John S.,John S. Tanner,"Democratic Party, Tennessee, US Representative",john_tanner_red.png,john_tanner_blue.png
Ellen O. Tauscher,Tauscher,Ellen O.,Ellen O. Tauscher,"Democratic Party, California, US Representative",ellen_tauscher_red.png,ellen_tauscher_blue.png
Gene  Taylor,Taylor,Gene,Gene Taylor,"Democratic Party, Mississippi, US Representative",gene_taylor_red.png,gene_taylor_blue.png
Bennie G. Thompson,Thompson,Bennie G.,Bennie G. Thompson,"Democratic Party, Mississippi, US Representative",bennie_thompson_red.png,bennie_thompson_blue.png
Mac M. Thornberry,Thornberry,Mac M.,Mac M. Thornberry,"Republican Party, Texas, US Representative",mac_thornberry_red.png,mac_thornberry_blue.png
John  Thune,Thune,John,John Thune,"Republican Party, South Dakota, Senator",john_thune_red.png,john_thune_blue.png
Todd  Tiahrt,Tiahrt,Todd,Todd Tiahrt,"Republican Party, Kansas, US Representative",todd_tiahrt_red.png,todd_tiahrt_blue.png
John F. Tierney,Tierney,John F.,John F. Tierney,"Democratic Party, Massachusetts, US Representative",john_tierney_red.png,john_tierney_blue.png
Edolphus  Towns,Towns,Edolphus,Edolphus Towns,"Democratic Party, New York, US Representative",edolphus_towns_red.png,edolphus_towns_blue.png
Thomas G. Tancredo,Tancredo,Thomas G.,Thomas G. Tancredo,"Republican Party, Colorado, US Representative",thomas_tancredo_red.png,thomas_tancredo_blue.png
Lee R. Terry,Terry,Lee R.,Lee R. Terry,"Republican Party, Nebraska, US Representative",lee_terry_red.png,lee_terry_blue.png
Mike Michael Thompson,Thompson,Mike Michael,Mike Michael Thompson,"Democratic Party, California, US Representative",mike_thompson_red.png,mike_thompson_blue.png
Patrick J. Toomey,Toomey,Patrick J.,Patrick J. Toomey,"Republican Party, Pennsylvania, Senator",patrick_toomey_red.png,patrick_toomey_blue.png
Patrick J. Tiberi,Tiberi,Patrick J.,Patrick J. Tiberi,"Republican Party, Ohio, US Representative",patrick_tiberi_red.png,patrick_tiberi_blue.png
Michael R. Turner,Turner,Michael R.,Michael R. Turner,"Republican Party, Ohio, US Representative",michael_turner_red.png,michael_turner_blue.png
Jon  Tester,Tester,Jon,Jon Tester,"Democratic Party, Montana, Senator",jon_tester_red.png,jon_tester_blue.png
Niki S. Tsongas,Tsongas,Niki S.,Niki S. Tsongas,"Democratic Party, Massachusetts, US Representative",niki_tsongas_red.png,niki_tsongas_blue.png
Harry  Teague,Teague,Harry,Harry Teague,"Democratic Party, New Mexico, US Representative",harry_teague_red.png,harry_teague_blue.png
Glenn  Thompson,Thompson,Glenn,Glenn Thompson,"Republican Party, Pennsylvania, US Representative",glenn_thompson_red.png,glenn_thompson_blue.png
Dina  Titus,Titus,Dina,Dina Titus,"Democratic Party, Nevada, US Representative",dina_titus_red.png,dina_titus_blue.png
Paul  Tonko,Tonko,Paul,Paul Tonko,"Democratic Party, New York, US Representative",paul_tonko_red.png,paul_tonko_blue.png
Scott R. Tipton,Tipton,Scott R.,Scott R. Tipton,"Republican Party, Colorado, US Representative",scott_tipton_red.png,scott_tipton_blue.png
Robert L. Turner,Turner,Robert L.,Robert L. Turner,"Republican Party, New York, US Representative",robert_turner_red.png,robert_turner_blue.png
Mark  Takano,Takano,Mark,Mark Takano,"Democratic Party, California, US Representative",mark_takano_red.png,mark_takano_blue.png
Norma  Torres,Torres,Norma,Norma Torres,"Democratic Party, California, US Representative",norma_torres_red.png,norma_torres_blue.png
Dave  Trott,Trott,Dave,Dave Trott,"Republican Party, Michigan, US Representative",dave_trott_red.png,dave_trott_blue.png
Thom  Tillis,Tillis,Thom,Thom Tillis,"Republican Party, North Carolina, Senator",thom_tillis_red.png,thom_tillis_blue.png
Scott  Taylor,Taylor,Scott,Scott Taylor,"Republican Party, Virginia, US Representative",scott_taylor_red.png,scott_taylor_blue.png
Claudia  Tenney,Tenney,Claudia,Claudia Tenney,"Republican Party, New York, US Representative",claudia_tenney_red.png,claudia_tenney_blue.png
Fred Stephen Upton,Upton,Fred Stephen,Fred Stephen Upton,"Republican Party, Michigan, US Representative",fred_upton_red.png,fred_upton_blue.png
Mark E. Udall,Udall,Mark E.,Mark E. Udall,"Democratic Party, Colorado, Senator",mark_udall_red.png,mark_udall_blue.png
Tom S. Udall,Udall,Tom S.,Tom S. Udall,"Democratic Party, New Mexico, Senator",tom_udall_red.png,tom_udall_blue.png
Nydia M. Vel√°zquez,Vel√°zquez,Nydia M.,Nydia M. Vel√°zquez,"Democratic Party, New York, US Representative",nydia_vel„°zquez_red.png,nydia_vel„°zquez_blue.png
Peter J. Visclosky,Visclosky,Peter J.,Peter J. Visclosky,"Democratic Party, Indiana, US Representative",peter_visclosky_red.png,peter_visclosky_blue.png
George V. Voinovich,Voinovich,George V.,George V. Voinovich,"Republican Party, Ohio, Senator",george_voinovich_red.png,george_voinovich_blue.png
David  Vitter,Vitter,David,David Vitter,"Republican Party, Louisiana, Senator",david_vitter_red.png,david_vitter_blue.png
Chris  Van Hollen,Van Hollen,Chris,Chris Van Hollen,"Democratic Party, Maryland, Senator",chris_van_hollen_red.png,chris_van_hollen_blue.png
David G. Valadao,Valadao,David G.,David G. Valadao,"Republican Party, California, US Representative",david_valadao_red.png,david_valadao_blue.png
Juan  Vargas,Vargas,Juan,Juan Vargas,"Democratic Party, California, US Representative",juan_vargas_red.png,juan_vargas_blue.png
Marc A. Veasey,Veasey,Marc A.,Marc A. Veasey,"Democratic Party, Texas, US Representative",marc_veasey_red.png,marc_veasey_blue.png
Filemon  Vela,Vela,Filemon,Filemon Vela,"Democratic Party, Texas, US Representative",filemon_vela_red.png,filemon_vela_blue.png
James T. Walsh,Walsh,James T.,James T. Walsh,"Republican Party, New York, US Representative",james_walsh_red.png,james_walsh_blue.png
Zach  Wamp,Wamp,Zach,Zach Wamp,"Republican Party, Tennessee, US Representative",zach_wamp_red.png,zach_wamp_blue.png
John W. Warner,Warner,John W.,John W. Warner,"Republican Party, Virginia, Senator",john_warner_red.png,john_warner_blue.png
Maxine  Waters,Waters,Maxine,Maxine Waters,"Democratic Party, California, US Representative",maxine_waters_red.png,maxine_waters_blue.png
Melvin L. Watt,Watt,Melvin L.,Melvin L. Watt,"Democratic Party, North Carolina, US Representative",melvin_watt_red.png,melvin_watt_blue.png
Henry A. Waxman,Waxman,Henry A.,Henry A. Waxman,"Democratic Party, California, US Representative",henry_waxman_red.png,henry_waxman_blue.png
David J. Weldon,Weldon,David J.,David J. Weldon,"Republican Party, Florida, US Representative",david_weldon_red.png,david_weldon_blue.png
Gerald C. Weller,Weller,Gerald C.,Gerald C. Weller,"Republican Party, Illinois, US Representative",gerald_weller_red.png,gerald_weller_blue.png
Robert  Wexler,Wexler,Robert,Robert Wexler,"Democratic Party, Florida, US Representative",robert_wexler_red.png,robert_wexler_blue.png
Ed  Whitfield,Whitfield,Ed,Ed Whitfield,"Republican Party, Kentucky, US Representative",ed_whitfield_red.png,ed_whitfield_blue.png
Roger F. Wicker,Wicker,Roger F.,Roger F. Wicker,"Republican Party, Mississippi, Senator",roger_wicker_red.png,roger_wicker_blue.png
Frank R. Wolf,Wolf,Frank R.,Frank R. Wolf,"Republican Party, Virginia, US Representative",frank_wolf_red.png,frank_wolf_blue.png
Lynn C. Woolsey,Woolsey,Lynn C.,Lynn C. Woolsey,"Democratic Party, California, US Representative",lynn_woolsey_red.png,lynn_woolsey_blue.png
Ron  Wyden,Wyden,Ron,Ron Wyden,"Democratic Party, Oregon, Senator",ron_wyden_red.png,ron_wyden_blue.png
Albert Russell Wynn,Wynn,Albert Russell,Albert Russell Wynn,"Democratic Party, Maryland, US Representative",albert_wynn_red.png,albert_wynn_blue.png
Heather A. Wilson,Wilson,Heather A.,Heather A. Wilson,"Republican Party, New Mexico, US Representative",heather_wilson_red.png,heather_wilson_blue.png
Greg P. Walden,Walden,Greg P.,Greg P. Walden,"Republican Party, Oregon, US Representative",greg_walden_red.png,greg_walden_blue.png
Anthony David Weiner,Weiner,Anthony David,Anthony David Weiner,"Democratic Party, New York, US Representative",anthony_weiner_red.png,anthony_weiner_blue.png
David  Wu,Wu,David,David Wu,"Democratic Party, Oregon, US Representative",david_wu_red.png,david_wu_blue.png
Diane E. Watson,Watson,Diane E.,Diane E. Watson,"Democratic Party, California, US Representative",diane_watson_red.png,diane_watson_blue.png
Joe G. Wilson,Wilson,Joe G.,Joe G. Wilson,"Republican Party, South Carolina, US Representative",joe_wilson_red.png,joe_wilson_blue.png
Lynn A. Westmoreland,Westmoreland,Lynn A.,Lynn A. Westmoreland,"Republican Party, Georgia, US Representative",lynn_westmoreland_red.png,lynn_westmoreland_blue.png
Debbie  Wasserman Schultz,Wasserman Schultz,Debbie,Debbie Wasserman Schultz,"Democratic Party, Florida, US Representative",debbie_wasserman_schultz_red.png,debbie_wasserman_schultz_blue.png
Tim  Walberg,Walberg,Tim,Tim Walberg,"Republican Party, Michigan, US Representative",tim_walberg_red.png,tim_walberg_blue.png
Timothy James Walz,Walz,Timothy James,Timothy James Walz,"Democratic Party, Minnesota, US Representative",timothy_walz_red.png,timothy_walz_blue.png
Peter  Welch,Welch,Peter,Peter Welch,"Democratic Party, Vermont, US Representative",peter_welch_red.png,peter_welch_blue.png
Charles A. Wilson,Wilson,Charles A.,Charles A. Wilson,"Democratic Party, Ohio, US Representative",charles_wilson_red.png,charles_wilson_blue.png
Sheldon  Whitehouse,Whitehouse,Sheldon,Sheldon Whitehouse,"Democratic Party, Rhode Island, Senator",sheldon_whitehouse_red.png,sheldon_whitehouse_blue.png
Robert J. Wittman,Wittman,Robert J.,Robert J. Wittman,"Republican Party, Virginia, US Representative",robert_wittman_red.png,robert_wittman_blue.png
Mark  Warner,Warner,Mark,Mark Warner,"Democratic Party, Virginia, Senator",mark_warner_red.png,mark_warner_blue.png
Daniel  Webster,Webster,Daniel,Daniel Webster,"Republican Party, Florida, US Representative",daniel_webster_red.png,daniel_webster_blue.png
Allen  West,West,Allen,Allen West,"Republican Party, Florida, US Representative",allen_west_red.png,allen_west_blue.png
Frederica S. Wilson,Wilson,Frederica S.,Frederica S. Wilson,"Democratic Party, Florida, US Representative",frederica_wilson_red.png,frederica_wilson_blue.png
Steve  Womack,Womack,Steve,Steve Womack,"Republican Party, Arkansas, US Representative",steve_womack_red.png,steve_womack_blue.png
Rob  Woodall,Woodall,Rob,Rob Woodall,"Republican Party, Georgia, US Representative",rob_woodall_red.png,rob_woodall_blue.png
Joe  Walsh,Walsh,Joe,Joe Walsh,"Republican Party, Illinois, US Representative",joe_walsh_red.png,joe_walsh_blue.png
Ann  Wagner,Wagner,Ann,Ann Wagner,"Republican Party, Missouri, US Representative",ann_wagner_red.png,ann_wagner_blue.png
Jackie  Walorski,Walorski,Jackie,Jackie Walorski,"Republican Party, Indiana, US Representative",jackie_walorski_red.png,jackie_walorski_blue.png
Randy K. Weber,Weber,Randy K.,Randy K. Weber,"Republican Party, Texas, US Representative",randy_weber_red.png,randy_weber_blue.png
Brad R. Wenstrup,Wenstrup,Brad R.,Brad R. Wenstrup,"Republican Party, Ohio, US Representative",brad_wenstrup_red.png,brad_wenstrup_blue.png
Roger  Williams,Williams,Roger,Roger Williams,"Republican Party, Texas, US Representative",roger_williams_red.png,roger_williams_blue.png
Elizabeth  Warren,Warren,Elizabeth,Elizabeth Warren,"Democratic Party, Massachusetts, Senator",elizabeth_warren_red.png,elizabeth_warren_blue.png
Mark  Walker,Walker,Mark,Mark Walker,"Republican Party, North Carolina, US Representative",mark_walker_red.png,mark_walker_blue.png
Mimi  Walters,Walters,Mimi,Mimi Walters,"Republican Party, California, US Representative",mimi_walters_red.png,mimi_walters_blue.png
Bruce  Westerman,Westerman,Bruce,Bruce Westerman,"Republican Party, Arkansas, US Representative",bruce_westerman_red.png,bruce_westerman_blue.png
Bonnie  Watson Coleman,Watson Coleman,Bonnie,Bonnie Watson Coleman,"Democratic Party, New Jersey, US Representative",bonnie_watson_coleman_red.png,bonnie_watson_coleman_blue.png
C. W. Bill Young,Young,C. W. Bill,C. W. Bill Young,"Republican Party, Florida, US Representative",c._young_red.png,c._young_blue.png
Don E. Young,Young,Don E.,Don E. Young,"Republican Party, Alaska, US Representative",don_young_red.png,don_young_blue.png
John A. Yarmuth,Yarmuth,John A.,John A. Yarmuth,"Democratic Party, Kentucky, US Representative",john_yarmuth_red.png,john_yarmuth_blue.png
Kevin  Yoder,Yoder,Kevin,Kevin Yoder,"Republican Party, Kansas, US Representative",kevin_yoder_red.png,kevin_yoder_blue.png
Todd C. Young,Young,Todd C.,Todd C. Young,"Republican Party, Indiana, Senator",todd_young_red.png,todd_young_blue.png
Ted S. Yoho,Yoho,Ted S.,Ted S. Yoho,"Republican Party, Florida, US Representative",ted_yoho_red.png,ted_yoho_blue.png
David  Young,Young,David,David Young,"Republican Party, Iowa, US Representative",david_young_red.png,david_young_blue.png
Lee  Zeldin,Zeldin,Lee,Lee Zeldin,"Republican Party, New York, US Representative",lee_zeldin_red.png,lee_zeldin_blue.png
Ryan  Zinke,Zinke,Ryan,Ryan Zinke,"Republican Party, Montana, US Representative",ryan_zinke_red.png,ryan_zinke_blue.png
